focal_code,focal_name,focal_industry,focal_business_excerpt,candidate_id_within_focal,peer_code,peer_name_final,peer_industry_final,candidate_source_system,source_rank,product_similarity,peer_business_excerpt,llm_selected_rank_1_to_5,llm_is_direct_product_market_peer_0_1,llm_reason
000056,皇庭国际,商务服务业,百货的零售与批发;商业地产 经销日用百货 文化用品 纺织品 服装 劳保用品 家用电子产品 交通器材 五金工具 家用电器 日用美术陶瓷 家具 糖果糕点 饮料 干鲜果品 进出口业务按深贸管审证字第012号外贸企业审定证书办理 凡属专营商品按规定办 土产品 装饰材料 糖 工艺美术品 副食品 五金杂品 ,18,600057,厦门象屿,商务服务业,random_same_industry,8,0.0048912763734739,物流园区相关项目的开发经营 房地产租赁服务 大宗商品采购供应及综合物流以及物流平台 园区 开发运营业务 ,,,
000056,皇庭国际,商务服务业,百货的零售与批发;商业地产 经销日用百货 文化用品 纺织品 服装 劳保用品 家用电子产品 交通器材 五金工具 家用电器 日用美术陶瓷 家具 糖果糕点 饮料 干鲜果品 进出口业务按深贸管审证字第012号外贸企业审定证书办理 凡属专营商品按规定办 土产品 装饰材料 糖 工艺美术品 副食品 五金杂品 ,19,300864,南大环境,商务服务业,random_same_industry,9,0.0011958490356037,环境技术服务 环境工程服务 环境调查与鉴定及环境研究 咨询与设计业务 环境系统集成和环境污染第三方治理业务 ,,,
000056,皇庭国际,商务服务业,百货的零售与批发;商业地产 经销日用百货 文化用品 纺织品 服装 劳保用品 家用电子产品 交通器材 五金工具 家用电器 日用美术陶瓷 家具 糖果糕点 饮料 干鲜果品 进出口业务按深贸管审证字第012号外贸企业审定证书办理 凡属专营商品按规定办 土产品 装饰材料 糖 工艺美术品 副食品 五金杂品 ,20,600358,ST 联合,商务服务业,random_same_industry,10,0.0081594914709976,旅游交通客运业务和休闲度假地开发经营业务 旅游产业投资旅游信息咨询服务酒店管理及度假区管理咨询投资咨询国内贸易旅游电子商务实物租赁实业投资股权投资和股权投资管理体育运动项目经营 高危险性体育项目除外 体育赛事组织服务文化 艺术活动策划组织文化艺术交流活动 不含演出 依法须经批准的项目经相关部门批准后方可开展经营活动 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,1,002707,众信旅游,商务服务业,annual_same_industry,1,0.385632321344705,出境旅游的批发 零售业务以及商务会奖旅游业务 许可项目 旅游业务;保险代理业务;食品销售;互联网信息服务 依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准 一般项目 小微型客车租赁经营服务;旅客票务代理;会议及展览服务;票务代理服务;组织文化艺术交流活动;企业形象策划;市场营销策划;项目策划与公关服务;技术服务 技术开发 技术咨询 技术交流 技术转让 技术推广;广告发布;广告设计 代理;广告,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,2,002344,海宁皮城,商务服务业,annual_same_industry,2,0.379620196317124,皮革专业市场的开发 租赁和服务 市场开发及经营 金融相关服务 商品流通及服务 健康医疗服务和酒店经营等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,3,000056,皇庭国际,商务服务业,annual_same_industry,3,0.3767082281614982,百货的零售与批发;商业地产 经销日用百货 文化用品 纺织品 服装 劳保用品 家用电子产品 交通器材 五金工具 家用电器 日用美术陶瓷 家具 糖果糕点 饮料 干鲜果品 进出口业务按深贸管审证字第012号外贸企业审定证书办理 凡属专营商品按规定办 土产品 装饰材料 糖 工艺美术品 副食品 五金杂品 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,4,002485,ST 雪发,商务服务业,annual_same_industry,4,0.3734441000647875,以自制生产为主 委托加工生产为辅以直营店和特许加盟店为主 团体订购 贴牌和网上直销为有效补充的生产和销售模式设计 生产和销售希努尔品牌的西装 衬衫及其它服饰类产品 一般项目 供应链管理服务;计算机系统服务;网络与信息安全软件开发;技术服务 技术开发 技术咨询 技术交流 技术转让 技术推广;信息系统集成服务;信息系统运行维护服务 信息咨询服务 不含许可类信息咨询服务 ;旅游开发项目策划咨询;文艺创作;服装制造;服装服饰批发;服装服饰零售;,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,5,002712,思美传媒,商务服务业,annual_same_industry,5,0.3708483710221807,媒介代理及品牌管理 许可项目 演出经纪 依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以审批结果为准 一般项目 广告制作;广告发布;广告设计 代理;企业形象策划;市场调查 不含涉外调查 ;会议及展览服务;信息咨询服务 不含许可类信息咨询服务 ;互联网销售 除销售需要许可的商品 ;其他文化艺术经纪代理;组织文化艺术交流活动 除依法须经批准的项目外凭营业执照依法自主开展经营活动 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,6,000882,华联股份,商务服务业,annual_same_industry,6,0.3707882078030237,商品销售 仓储 商业设施出租等 商业物业的租赁 物业管理服务业务及影院业务等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,7,002769,普路通,商务服务业,annual_same_industry,7,0.3648300758718731,供应链管理服务 主要产品和服务为供应链的管理;国际 国内货运代理服务;兴办实业 具体项目另行申报 ;信息咨询 不含人才信息咨询不含法律 行政法规 国务院规定禁止及决定需前置审批的项目 ;国内贸易 不含专营 专控 专卖商品 ;经营进出口业务;汽车的销售;钢材批发;钢材零售;建材 装饰材料批发;金属制品批发;机械设备的安装;机电设备安装服务;机电设备安装工程专业承包;销售计算机软硬件通讯产品电子产品电子元器件集成电路家用电器;佣金代理;专用,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,8,000607,华媒控股,商务服务业,annual_same_industry,8,0.3625840001354533,广告及策划 报刊发行及印刷 教育业务 其他业务 报刊发行 同城轻物流配送业务;广告承揽发布 各种会展和活动的策划承办;报刊 包装和书籍印刷;职业教育 在线教育 幼儿教育和技能培训等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,9,002818,富森美,商务服务业,annual_same_industry,9,0.3587205723619024,装饰建材家居和汽配市场的开发 租赁和服务 装饰建材 家居卖场 包括自营卖场及委托管理卖场 的运营;室内外装饰装修工程设计及施工;广告营销策划与代理服务;小额贷款及保理业务;家具零售;进口代理服务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,10,000796,凯撒旅业,商务服务业,annual_same_industry,10,0.3516372816628889,旅游业务 航食 铁路配餐业务 旅游服务和航空 铁路餐饮服务 目的地服务等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,11,600861,北京人力,商务服务业,csmar_scope,1,0.2344903843578532,国内商业 物资供销仓储等 综合人力资源服务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,12,000036,华联控股,房地产业,csmar_scope,2,0.174284376860291,综合性房地产开发及运营 投资兴办实业 具体项目另行申报 ;国内商业 物资供销业 不含专营 专控 专卖商品 ;在具有合法土地使用权的地块上从事房地产开发 经营;自有物业管理;房地产经纪 不含限制项目 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,13,000090,天健集团,土木工程建筑业,csmar_scope,3,0.1584933487776497,市政工程 建筑施工和房地产开发 投资兴办工业实业;国内商业 物资供销业 不含专营 专卖 专控商品 ;开展对外经济技术合作业务 按中华人民共和国对外贸易经济合作部2000外经贸发展审函字第913号文规定办理 ;自有物业租赁 房地产开发经营 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,14,000402,金融街,房地产业,csmar_scope,4,0.1538980994500342,房地产开发 物业管理 高科技及产品投资开发 房产开发 物业租赁 物业经营等业务类型 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,15,601333,广深铁路,铁路运输业,csmar_scope,5,0.1508229793711985,铁路客货运输服务 铁路客货运输服务;铁路设施技术服务;经营国内商业 物资供销业 不含专营 专控 专卖商品 ;兴办各类实业 具体项目另报 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,16,002845,同兴达,计算机、通信和其他电子设备制造业,csmar_scope,6,0.1480859232941057,研发 设计 生产和销售中小尺寸液晶显示模组 电子产品的技术开发 生产及销售;国内商业 物资供销业货物及技术进出口 以上均不含法律 行政法规 国务院决定禁止及规定需前置审批项目 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,17,000011,深物业A,房地产业,csmar_scope,7,0.1425739444476387,房地产及相关业务 房地产开发及商品房销售商品楼宇的建筑 管理房屋租赁建设监理 国内商业 物资供销业 不含专营 专卖 专控商品 产品/提供的劳务主要有 商品住宅的开发及销售;物业管理服务;楼宇及楼宇设备维修 庭园绿化及清洁服务;物业租赁服务;工程监理;中餐 西餐 酒的零售等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,18,000685,中山公用,水的生产和供应业,csmar_scope,8,0.1351533196150258,国内商业 科技投资 信息服务业 电子商务 物流配送 集贸市场建设经营管理城市网络 网络系统集成 软件产品 五金 电子设备 环保水务 固废处理 环卫服务 新能源 工程建设 市场运营 港口客运 金融服务与股权投资等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,19,600515,海南机场,房地产业,csmar_scope,9,0.1308310563368999,地产 机场 物业 工程建设 免税 酒店等业务 机场管理 免税与商业 房地产开发与销售 物业管理及酒店餐饮等业务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,20,300136,信维通信,计算机、通信和其他电子设备制造业,csmar_scope,10,0.1241578549008481,研发 生产和销售移动终端天线系统产品并提供相关技术服务 移动终端天线 3G终端天线 模组天线 3D精密成型天线 高性能天线连接器 音频模组的设计 技术开发 生产和销售 国内商业 物资供销业货物及技术进出口国家法律法规明令禁止项目以外的其他项目 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,21,002016,世荣兆业,房地产业,annual_global_ai_stripped,1,0.4691763504503557,房地产开发经营 房地产开发经营;房产租赁;建筑材料销售 日用品 电器 机械产品的批发零售 依法须经批准的项目经相关部门批准后方可开展经营活动 主要产品和服务为房地产开发经营 房产租赁 销售 工程施工以及热力生产和供应 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,22,000014,沙河股份,房地产业,annual_global_ai_stripped,2,0.4659559001687293,房地产开发与销售 房地产开发和经营 物业租赁等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,23,000029,深深房A,房地产业,annual_global_ai_stripped,3,0.4639194047517519,房地产及物业管理 房地产开发及商品房销售 物业租赁及管理 商品零售及贸易 酒店业务 设备安装及维修 建筑 室内装修等业务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,24,000718,苏宁环球,房地产业,annual_global_ai_stripped,4,0.4606943223451909,房地产开发 凭资质经营 等 房地产开发 凭资质经营 ;投资建设城市基础设施 投资教育及相关产业 投资开发高新技术项目;建材生产 凭环保许可生产 ;进出口贸易 需专项审批除外 ;酒店管理;经济信息咨询服务;黄金等贵金属矿投资;有色金属 含稀有金属及稀土金属 矿投资;电力投资;煤炭和石油化工产品的投资 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,25,000965,天保基建,房地产业,annual_global_ai_stripped,6,0.4578923945724666,主营业务主要从事房地产开发 基础设施开发建设 经营;以自有资金对房地产进行投资;商品房销售;房地产中介服务;自有房屋租赁;物业管理;工程项目管理服务 依法须经批准的项目经相关部门批准后方可开展经营活动 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,26,002208,合肥城建,房地产业,annual_global_ai_stripped,7,0.4571686045309463,普通商品住宅及其配套商业地产 综合商务楼的开发 销售 服务 房地产开发及商品房销售 租赁 售后服务 城市基础设施及公用设施项目开发和经营;建材产品开发 生产 销售;工业 民用建筑技术咨询;室内装饰 以上项目需要许可证的一律凭证经营 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,27,002244,滨江集团,房地产业,annual_global_ai_stripped,8,0.4546099421605185,房地产开发与销售 房地产开发及其延伸业务的经营 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,28,002305,南国置业,房地产业,annual_global_ai_stripped,9,0.4514823098589323,以商业地产为引导的综合性物业开发 许可项目 房地产开发经营;建设工程施工;建设工程设计 依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准 一般项目 非居住房地产租赁;物业管理;新型建筑材料制造 不含危险化学品 ;建筑材料销售;建筑装饰材料销售;园林绿化工程施工;以自有资金从事投资活动;住房租赁 除依法须经批准的项目外凭营业执照依法自主开展经营活动 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,29,000069,华侨城A,房地产业,annual_global_ai_stripped,10,0.4507103168712619,旅游业及与旅游配套的供水 供电 水电安装维修 主题公园 酒店服务 房地产开发等 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,30,002878,元隆雅图,商务服务业,random_same_industry,1,0.0448256718118103,为客户供应促销品同时可提供数字化促销服务和仓储运输服务 提供礼赠品 促销品 销售 促销服务 新媒体营销服务 特许纪念品及其他工艺品销售 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,31,600138,中青旅,商务服务业,random_same_industry,2,0.0432765990254091,旅游及相关服务业务 旅游 景区经营 酒店经营管理 IT产品销售及技术服务和整合营销服务等业务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,32,301102,兆讯传媒,商务服务业,random_same_industry,3,0.0016306505216338,高铁数字媒体资源的开发 运营和广告发布 高铁数字媒体和户外商圈数字媒体广告发布业务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,33,603598,引力传媒,商务服务业,random_same_industry,4,0.0045647562910135,为客户提供媒介代理服务以及数据策略与咨询 植入广告 互联网公关 品牌管理等专项广告服务 传播策略与媒介代理及专项广告服务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,34,300336,*ST 新文,商务服务业,random_same_industry,5,0.0050055826016067,影视剧的投资 制作 发行及衍生业务 电视节目制作 发行电影制片电影发行设计 制作 代理 发布各类广告多媒体科技 计算机网络科技 从事计算机信息科技领域内的技术开发 技术转让 技术咨询 技术服务经营演出及经纪业务文化艺术交流策划文化用品的销售投资管理 依法须经批准的项目经相关部门批准后方可开展经营活动 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,35,002127,南极电商,商务服务业,random_same_industry,6,0.014905624103302,向千万家小微电商及供应商提供品牌授权服务 电商生态综合服务 柔性供应链园区服务并经营货品销售业务 品牌授权综合服务业务及移动互联网营销业务品牌授权综合服务业务是以电商渠道为主基于品牌授权业务整合供应链上 中 下游资源向产业链内客户提供品牌综合服务;移动互联网营销业务是为广告主提供营销策略制定 创意策划与素材制作媒体资源整合 数据分析 投放优化等一站式服务 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,36,603836,海程邦达,商务服务业,random_same_industry,7,0.0017066651885594,综合性现代物流服务 以各类进出口贸易参与主体为服务对象为其规划 设计并提供专精于跨境环节的标准化物流服务产品与定制化供应链解决方案 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,37,603648,畅联股份,商务服务业,random_same_industry,9,0.0256830941928366,精益供应链管理 医疗器械第三方物流储运;仓储 分拨 配送业务及仓库管理自有物业租赁业务;普通货运;国际海上货物运输代理服务航空国际货物运输代理服务;国际公路货物运输代理服务 道路货物运输代理服务;保税区内商品展示及会务服务 商业性简单加工及商品维修;商务 物流业务咨询服务 除经纪 ;从事货物及技术的进出口业务;转口贸易 保税区内企业间的贸易;国内航空货运销售代理食品流通医疗器械经营 为其他医疗器械生产经营企业提供贮存 配送服务 含冷藏 ,,,
000058,深赛格,商务服务业,国内商业 物资供销业 经营与管理电子市场 物业经营管理与城市服务 新能源 检验检测及房地产开发 ,38,000785,居然智家,商务服务业,random_same_industry,10,0.0182803988917831,零售业务 家居卖场 家居建材超市以及家庭装饰装修 百货 日用杂品销售;超级市场零售;装饰设计;销售家具 建筑材料 五金交电 计算机 软件及辅助设备 电子产品;房屋出租;物业管理;以受让应收账款的方式提供贸易融资;融资担保业务;在北京市范围内发放贷款;数字化家装家居平台;智慧物流园服务 以上经营范围中需专项审批的仅供持有许可证的分支机构使用 / 涉及许可经营项目应取得相关部门许可后方可经营 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,1,600688,上海石化,石油、煤炭及其他燃料加工业,csmar_scope,1,0.1765403788894563,原油加工 油品 化工产品等 石油化工业务将原油加工以制成石油及化工产品 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,2,300980,祥源新材,橡胶和塑料制品业,csmar_scope,2,0.1505907679500345,聚烯烃发泡材料的研发 生产和销售 聚烯烃发泡材料的研发 生产和销售 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,3,600028,中国石化,石油和天然气开采业,csmar_scope,3,0.1262296676803324,非煤矿山 石油 天然气等 危险化学品 乙烯 丙烯 丁二烯 石脑油等 重油 橡胶及其他石油化工原料和产品的生产 储存 销售等 1 勘探 开发及生产原油及天然气; 2 炼油 运输 储存及营销原油及石油产品;及 3 生产及销售化工产品 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,4,603980,吉华集团,化学原料和化学制品制造业,csmar_scope,4,0.1158460139921351,染料 染料中间体及其他化工产品的研发 生产和销售 染料 染料中间体及其他化工产品的研发 生产和销售 产品主要有 染料和中间体 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,5,000683,远兴能源,化学原料和化学制品制造业,csmar_scope,5,0.1133518991709312,化工产品及其原料的生产 销售 纯碱 小苏打 化肥及其他化工产品的生产和销售 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,6,300910,瑞丰新材,化学原料和化学制品制造业,csmar_scope,6,0.1083642458380566,油品添加剂 无碳纸显色剂等精细化工系列产品的研发 生产和销售 信息记录材料 油品添加剂材料 聚烯烃抗氧剂 重烷基苯磺酸 不含易燃易爆有毒及化学危险品 生产 销售;对外贸易经营 主要产品为油品添加剂材料和显色剂材料 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,7,601857,中国石油,石油和天然气开采业,csmar_scope,7,0.1019856552595888,原油和天然气的勘探 开发 生产和销售 原油和石油产品的炼制 运输 储存和销售 基本石油化工产品 衍生化工产品及其他化工产品的生产和销售 天然气 原油和成品油的输送及天然气的销售 原油及天然气的勘探 开发 生产 输送和销售及新能源业务;原油及石油产品的炼制基本及衍生化工产品 其他化工产品的生产和销售及新材料业务;炼油产品和非油品的销售以及贸易业务;天然气的输送及销售业务 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,8,920489,佳先股份,化学原料和化学制品制造业,csmar_scope,8,0.0998881631214109,PVC辅助热稳定剂 二苯甲酰甲烷 硬酯酰苯甲酰甲烷 的研发 生产和销售 从事PVC新型环保热稳定剂及助剂的研发 生产 销售主要产品包括二酮类产品 硬脂酸盐类产品 苯乙酮产品 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,9,688219,会通股份,橡胶和塑料制品业,csmar_scope,9,0.0987942190184917,改性塑料的研发 生产和销售 高分子改性材料的研发 生产和销售 主要产品 聚烯烃系列 聚苯乙烯系列 工程塑料及其他系列等高分子改性材料 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,10,002522,浙江众成,橡胶和塑料制品业,csmar_scope,10,0.0930211494066348,多层共挤聚烯烃热收缩薄膜 简称POF热收缩膜 产品的研发 生产和销售 多层共挤聚烯烃热收缩薄膜 简称POF热收缩膜 产品的研发 生产和销售;热塑性弹性体产品的研发 生产和销售 本公司的主要产品包括 POF热收缩膜 热塑性弹性体等 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,11,000819,岳阳兴长,石油、煤炭及其他燃料加工业,random_same_industry,1,0.0970205108424473,聚丙烯 甲醇 甜蜜素 塑料制品生产 销售等 化工产品生产及销售 不含许可类化工产品 ;石油制品制造及销售 不含危险化学品 ;合成材料制造及销售 不含危险化学品 ;塑料制品制及销售等 主要产品包括甲基叔丁基醚 液化石油气 丙烯 工业异辛烷 邻甲酚 煅后石油焦 特种聚丙烯等 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,12,600002,齐鲁石化,石油、煤炭及其他燃料加工业,random_same_industry,2,0.1179610625692604,生产和销售石油化工产品及无机化工产品 公司主营业务为石油制品和化工产品的生产 加工 销售 仓储 运输及科研开发和综合技术服务,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,13,002377,国创高新,石油、煤炭及其他燃料加工业,random_same_industry,3,0.0107857243578313,改性沥青产品的开发 生产与销售 研制 生产 销售成品改性沥青 沥青改性设备 改性沥青添加材料及公路用新材料电子产品及相关设备的销售 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,14,300135,宝利国际,石油、煤炭及其他燃料加工业,random_same_industry,4,0.0289082866920737,高等级公路新材料的研发 生产和销售 许可项目 货物进出口;技术进出口;进出口代理 依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以审批结果为准 一般项目 非金属矿物制品制造;非金属矿及制品销售;石油制品销售 不含危险化学品 ;以自有资金从事投资活动;信息咨询服务 不含许可类信息咨询服务 ;技术服务 技术开发 技术咨询 技术交流 技术转让 技术推广;航空运输设备销售;民用航空材料销售;机械设备销售;机械设备租赁;普通货物仓,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,15,603822,嘉澳环保,石油、煤炭及其他燃料加工业,random_same_industry,5,0.0182170397095636,环保型增塑剂产品的研发 生产及销售 环保增塑剂及稳定剂 生物质能源的研发 生产和销售 主要产品是环保增塑剂 环保稳定剂 生物质能源 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,16,000763,锦州石化,石油、煤炭及其他燃料加工业,random_same_industry,6,0.0595590787864046,石油化工及焦炭产品 有机化学品及催化剂等的加工 制造 销售 本公司的主营业务为石化产品的生产和销售 经营范围为 石油化工及焦炭产品 有机化学产品及催化剂 高分子聚合物 主要产品为不同标号的汽油 柴油 煤油 溶剂油 顺丁橡胶 异丙醇 聚丙烯 液化气等40余种 经营方式为加工 制造 销售 ,,,
000059,华锦股份,石油、煤炭及其他燃料加工业,化学肥料及其他化工产品 主要产品包括原油加工及石油制品 聚烯烃类产品 聚烯烃类产品 聚烯烃类产品 ABS制品及副品 丁二烯 尿素等产品 ,17,603351,威尔药业,石油、煤炭及其他燃料加工业,random_same_industry,7,0.0172487980444349,药用辅料及合成润滑基础油产品的研发 生产和销售 药用辅料及合成润滑基础油等产品的研发 生产和销售为客户提供高安全性 多功能性的药用辅料和性能卓越的合成润滑基础油等高端新材料 ,,,
