focal_code,short_name,industry_d,product_text,llm_peer_1_code,llm_peer_1_name,llm_peer_2_code,llm_peer_2_name,llm_peer_3_code,llm_peer_3_name,llm_peer_4_code,llm_peer_4_name,llm_peer_5_code,llm_peer_5_name,coder_notes
000581,,汽车制造业,内燃机燃油系统产品、燃油系统测试仪器和设备的制造。。机械行业技术开发和咨询服务;内燃机燃油系统产品、燃油系统测试仪器和设备、汽车电子部件、汽车电器部件、非标设备、非标刀具、尾气后处理系统的制造;通用机械、五金交电、化工产品及原料(不含危险化学品)、汽车零部件、汽车(不含九座以下乘用车)的销售;内燃机维修;自有房屋租赁;自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。工程和技术研究和试验发展;能量回收系统研发;汽车零部件及配件制造;通用设备制造(不含特种设备制造)(依法须经批准的项目经相关部门批准后方可开展经营活动)。许可项目:特种设备制造;特种设备安装改造修理(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以审批结果为准);一般项目:以自有资金从事投资活动;软件开发;软件销售;软件外包服务;模具制造;模具销售;机床功能部件及附件制造;机床功能部件及附件销售;绘图、计算及测量仪器制造;绘图、计算及测量仪器销售;工业机器人销售;工业机器人安装、维修;智能基础制造装备制造;智能基础制造装备销售;工业自动控制系统装置制造;工业自动控制系统装置销售;物料搬运装备制造;物料搬运装备销售;气体、液体分离及纯净设备制造;气体、液体分离及纯净设备销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;新兴能源技术研发;货物进出口;技术进出口;普通阀门和旋塞制造(不含特种设备制造);阀门和旋塞研发;阀门和旋塞销售(除依法须经批准的项目外凭营业执照依法自主开展经营活动),,,,,,,,,,,
000582,,水上运输业,港口、运输、装卸、外轮代理等。。港口经营;国内船舶管理业务;道路货物运输(不含危险货物);港口货物装卸搬运活动;装卸搬运;普通货物仓储服务(不含危险化学品等需许可审批的项目);电子、机械设备维护(不含特种设备);机械设备租赁;船舶拖带服务;国际船舶管理业务;非居住房地产租赁;住房租赁;以自有资金从事投资活动;港口理货;化肥销售;水上运输设备零配件销售;五金产品零售;供应链管理服务;工程管理服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。,,,,,,,,,,,
000584,,通用设备制造业,智能制造业务。。机器人系统、智能生产线及人工智能的研发、技术咨询、技术服务;工业机器人、工业自动控制系统装置研发、技术咨询、技术服务、技术转让、制造、销售与维修;信息系统集成服务;软件的开发、技术咨询、技术服务、技术转让、销售及维护;利用自有资金对宾馆、旅游、餐饮、娱乐行业进行投资;自有房屋租赁;国内贸易(不含国家限制及禁止类项目);自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品除外)。(依法须经批准的项目经相关部门批准后方可开展经营活动),,,,,,,,,,,
000590,,医药制造业,古汉养生精系列产品及中成药等。。许可项目:药品互联网信息服务;保健食品生产;食品销售;食品互联网销售;消毒器械生产;消毒器械销售;酒类经营。(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)一般项目:保健食品(预包装)销售;特殊医学用途配方食品销售;婴幼儿配方乳粉及其他婴幼儿配方食品销售;健康咨询服务(不含诊疗服务);养生保健服务(非医疗);中医养生保健服务(非医疗);化妆品批发;化妆品零售;日用化学产品销售;日用百货销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;广告设计、代理;广告制作;广告发布;企业形象策划;品牌管理;企业管理咨询;信息咨询服务(不含许可类信息咨询服务);市场营销策划;组织文化艺术交流活动;会议及展览服务;普通货物仓储服务(不含危险化学品等需许可审批的项目);国内贸易代理;货物进出口;技术进出口;食品销售(仅销售预包装食品);食品互联网销售(仅销售预包装食品)。(除依法须经批准的项目外凭营业执照依法自主开展经营活动),,,,,,,,,,,
000591,,电力、热力生产和供应业,太阳能光伏电站的投资运营和太阳能电池及组件的生产销售。。太阳能发电及电力储备;太阳能技术及相关配套产品研发、应用、转让及销售;太阳能应用技术咨询服务;太阳能发电项目开发、设计、组织建设、维护与经营管理;太阳能发电电子系统设备研发、制造、销售;储能技术设备和材料的研发、制造、销售;光伏农业、光伏林业、光伏牧业、光伏渔业项目开发、组织建设与经营管理;分布式光伏项目开发、组织建设及经营管理;能源智能化经营管理;货物及技术进出口业务;物业管理(依法须经批准的项目经相关部门批准后方可开展经营活动)。主要产品和服务为太阳能产品制造和太阳能发电。,,,,,,,,,,,
000599,,橡胶和塑料制品业,橡胶轮胎、机械、绣品的制造、销售。。橡胶轮胎、机械、绣品的制造、销售;国内外贸易自有资金对外投资;劳动防护用品的制造与销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000607,,商务服务业,广告及策划、报刊发行及印刷、教育业务、其他业务。报刊发行、同城轻物流配送业务;广告承揽发布、各种会展和活动的策划承办;报刊、包装和书籍印刷;职业教育、在线教育、幼儿教育和技能培训等。,,,,,,,,,,,
000617,,货币金融服务,信贷投放、债券、衍生工具、同业投资及保险等金融活动。以自有资金对外投资、投资管理;投资咨询服务企业策划;企业投资服务。,,,,,,,,,,,
000619,,橡胶和塑料制品业,塑料型材、新型铝材节能门窗生态地板、生态门、生态家居等全屋定制类产品SCR脱硝催化剂光伏边框、光伏支架等太阳能光伏配套产品。。许可项目:住宅室内装饰装修;各类工程建设活动(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)一般项目:专用化学产品制造(不含危险化学品);专用化学产品销售(不含危险化学品);新型催化材料及助剂销售;塑料制品制造;塑料制品销售;金属材料制造;金属材料销售;门窗制造加工;门窗销售;五金产品制造;五金产品批发;五金产品零售;轻质建筑材料制造;轻质建筑材料销售;建筑装饰材料销售;新材料技术研发;工程管理服务;货物进出口;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广(除许可业务外可自主依法经营法律法规非禁止或限制的项目)。,,,,,,,,,,,
000620,,房地产业,房地产开发与综合文化旅游项目业务。文化旅游项目的运营、管理;组织文化艺术交流活动;文艺表演;旅游景区管理;公园管理;酒店管理;企业管理;承办展览展示;房地产开发;销售自行开发后的商品房;销售建筑材料、日用品、五金交电;投资管理;物业管理;出租办公用房;出租商业用房;技术开发技术转让;计算机技术培训;施工总承包。,,,,,,,,,,,
000625,,汽车制造业,主要从事汽车(含轿车)、汽车发动机系列产品、配套零部件的制造、销售等业务。。汽车(含轿车)、汽车发动机系列产品、配套零部件的制造、销售等业务。,,,,,,,,,,,
000628,,房屋建筑业,高新技术产品的开发、生产和销售。。建筑施工功率半导体器件的设计、开发、制造和销售数字能源业务智慧城市建设、运营及相关服务业务以及厨柜制造等。,,,,,,,,,,,
000632,,批发业,基础设施建设施工、土地开发等。。一般项目:以自有资金从事投资活动;土地整治服务;土地使用权租赁;土地调查评估服务;房地产评估;房地产经纪;房地产咨询;非居住房地产租赁;建筑材料销售;家用电器销售;电器辅件销售;家用电器制造;家用电器安装服务;家用电器零配件销售;金属材料制造;金属材料销售;化工产品销售(不含许可类化工产品);针纺织品及原料销售;针纺织品销售;金银制品销售;服装制造;货物进出口;技术进出口;进出口代理;石油制品销售(不含危险化学品)。(除依法须经批准的项目外凭营业执照依法自主开展经营活动)许可项目:建设工程施工;房地产开发经营。(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)。,,,,,,,,,,,
000650,,医药制造业,中药材种植；药材种苗培植。。药品及大健康产品的生产和销售。,,,,,,,,,,,
000651,,电气机械和器材制造业,空调、干衣机等家用电器。。消费电器及其配件的生产及销售。,,,,,,,,,,,
000655,,黑色金属矿采选业,铁矿开采、铁精粉、铜精粉、钴精粉的生产、销售。。铁精粉、铜精粉、球团的生产、销售;铁矿开采;机械设备及备件制造与销售;许可范围内发电业务等。,,,,,,,,,,,
000661,,医药制造业,以生物制药、中成药生产及销售、房地产开发为主导产业，辅以开发区基础设施建设、物业管理等。。高新技术产品的开发、生产、销售及服务基础设施的开发建设;新药开发、技术转让、咨询服务;物业管理;高新成果转让及中介服务;商业供销业(国家有专项限制经营的商品除外);餐饮、娱乐、旅馆(办时需许可);培训;集中供热;产业投资(医药产业)(以上各项仅限分公司、子公司持证经营)。绿化景观工程设计、施工及维护、企业营销策划、广告策划、社会经济信息咨询、房地产中介服务、房屋销售代理(仅限分支机构持证经营);企业管理咨询(以上各项国家法律法规禁止的不得经营;应经专项审批的项目未获得批准之前不得经营)。,,,,,,,,,,,
000665,,电信、广播电视和卫星传输服务,电视收视业务、宽带业务、节目传输收入、政企业务、商品销售收入、广告业务。有线数字电视产业的投资及运营管理;有线数字电视技术的开发及应用;网络工程设计、安装、调试及维修。,,,,,,,,,,,
000670,,批发业,为SoC芯片的研发、设计和销售并提供硬件设计和软件应用的整体解决方案。。电子元器件分销集成电路的研发、设计和销售。,,,,,,,,,,,
000676,,商务服务业,仪器仪表和工业自动化设备。。互联网媒体业务、数字营销业务及其他业务(包括互联网金融业务)。,,,,,,,,,,,
000680,,专用设备制造业,推土机、挖掘机等。。建筑工程用机械制造;建筑工程用机械销售;矿山机械制造;矿山机械销售;农林牧副渔业专业机械的制造;农、林、牧、副、渔业专业机械的销售;农业机械制造;农业机械销售;建筑材料生产专用机械制造;通用零部件制造;机械零件、零部件加工;机械零件、零部件销售;农林牧渔机械配件制造;农林牧渔机械配件销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;机械设备研发;机械设备租赁;建筑工程机械与设备租赁;租赁服务(不含许可类租赁服务);专用设备修理;农林牧副渔业专业机械的安装、维修;通用设备修理;非居住房地产租赁;住房租赁;液压动力机械及元件制造;液压动力机械及元件销售;轴承、齿轮和传动部件制造;齿轮及齿轮减、变速箱制造;液力动力机械及元件制造;工业自动控制系统装置制造;工业自动控制系统装置销售;轴承、齿轮和传动部件销售;齿轮及齿轮减、变速箱销售;润滑油销售;轮胎销售;橡胶制品销售;石油制品销售(不含危险化学品);软件开发;软件销售;计算机软硬件及辅助设备零售;信息技术咨询服务;电池销售;专用化学产品销售(不含危险化学品);充电桩销售;物联网技术研发;物联网设备制造;物联网设备销售;工程和技术研究和试验发展;互联网数据服务;工业互联网数据服务;信息系统集成服务;人工智能行业应用系统集成服务;货物进出口;技术进出口;智能机器人的研发;智能机器人销售;工业机器人制造;工业机器人销售;工业机器人安装、维修;物料搬运装备制造;物料搬运装备销售;智能物料搬运装备销售;劳务服务(不含劳务派遣);企业管理咨询;信息咨询服务(不含许可类信息咨询服务);金属材料销售;模具制造;模具销售;对外承包工程。(除依法须经批准的项目外凭营业执照依法自主开展经营活动)许可项目:建设工程施工。(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)。公司主要产品:推土机、压路机、装载机、挖掘机、混凝土机械及零部件。,,,,,,,,,,,
000681,,互联网和相关服务,视觉内容与服务业务。视觉内容与服务业务。,,,,,,,,,,,
000682,,软件和信息技术服务业,电子及通信设备开发、生产、销售及咨询服务。。电力调度自动化系统、保护及变电站自动化系统、配电自动化系统、智能视讯系统、信息管理系统、电能计量计费管理系统、综合能源及虚拟电厂管理系统、储能及新能源系统、变频节能系统、配电变压器、配电智能一二次设备、轨道交通综合监控、智能水务、智慧矿山、电线电缆等。,,,,,,,,,,,
000686,,资本市场服务,证券业务。证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;融资融券;证券投资基金代销;代销金融产品业务。,,,,,,,,,,,
000701,,批发业,信息业务。。数智科技业务、电子科技业务、供应链业务及汽车经销业务的经营及销售。,,,,,,,,,,,
000703,,化学纤维制造业,精对苯二甲酸(PTA)、聚酯切片、涤纶预取向丝(POY)、涤纶全拉伸丝(FDY)、涤纶拉伸变形丝(DTY)、涤纶短纤、对二甲苯(PX)、汽油、柴油、航空煤油等。。化学纤维、化学原料(不含危险品)的生产、加工与销售;进出口业务(除国家法律、法规禁止和限制的项目)。主要产品是精对苯二甲酸(PTA)、聚酯切片、涤纶预取向丝(POY)、涤纶全拉伸丝(FDY)、涤纶拉伸变形丝(DTY)、涤纶短纤、对二甲苯(PX)、汽油、柴油、航空煤油等。,,,,,,,,,,,
000708,,黑色金属冶炼和压延加工业,钢铁冶炼、金属制品等。。生产及加工黑色、有色金属材料及其辅助材料;钢结构件的加工、制造、安装;废旧钢铁回收;港区内货物装卸、驳运、仓储(以上均不含危险品);煤炭批发经营批发和代理特种钢材及所需原辅料的销售和采购;机械设备的租赁;新材料、节能技术领域内的技术服务、技术转让、技术咨询、信息咨询;货物及技术的进出口业务(不涉及国营贸易管理商品涉及配额、许可证管理商品的按国家有关规定办理申请)等。,,,,,,,,,,,
000709,,黑色金属冶炼和压延加工业,钢材、钢坯、钒钛产品等。。对所投资企业资产进行运营管理;钢材、钢坯、钒钛产品(三氧化二钒、钒铁合金、钒氮合金、钛精矿)、耐火材料、炉料、铁精粉、钒渣、钛渣、焦炭、黑色金属、有色金属、化工产品(不含化学危险品)、机械设备及其零部件、自动化设备及其零部件、五金交电、仪器仪表、橡胶制品、润滑油销售;冶金技术开发、转让及咨询服务;房屋、设备租赁;商品及技术进出口但国家限定公司经营或禁止进出口的商品及技术除外;(以下限分支机构经营涉及前置审批的凭许可证在有效期内经营):钢铁冶炼;钢材、钢坯、钒钛产品(三氧化二钒、五氧化二钒、钒铁合金、钒氮合金、钛精矿)、钒渣、钛渣的生产销售;危险货物运输(1);普通货运;起重机械安装、改造、维修;压力管道安装;冶金机械设备及配件、电器设备、化工设备、工业炉窑设备安装、维修;自动化及仪表工程设计安装;水暖安装;金属构件制造、安装、销售;设备防腐保温工程;计算机软件开发、系统集成及运行维护服务;产品检斤计量服务;皮带胶接服务;金属废料和碎屑加工处理、非金属废料和碎屑加工处理(不含固体废物、危险废物、报废汽车等需要经相关部门专项审批的项目)、销售;以下范围仅限分支机构凭危险化学品经营许可证经营:氮、氧、氩、氖、氦、氪、氙、氢、一氧化碳、二氧化碳、氮氩氦氙氪氖氟氧多组分混合气、一氧化碳氢氮氩氦氙氪氖二氧化碳多组分混合气、氖氦氪氙同位素气体、粗苯、焦油、硫磺的批发(以上品种无储存);铁路运输辅助活动。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000710,,专业技术服务业,以高通量测序为基础的基因检测服务与设备、试剂销售。。以高通量测序技术、三代HiFi测序技术为基础的基因检测服务和基因检测相关的设备、试剂、软件销售。,,,,,,,,,,,
000717,,黑色金属冶炼和压延加工业,钢铁生产及销售。。制造、加工、销售钢铁冶金产品、金属制品、焦炭、煤化工产品(危险化学品除外)、技术开发、转让、引进与咨询服务。经营本公司自产产品及技术的出口业务和所需的机械设备、零配件、原辅材料及技术的进口业务但国家限定公司经营或禁止进出口的商品及技术除外;进口废钢、废铜、废铝、废纸、废塑料(具体按2003粤外经贸发登记字第139号文经营)。矿产品销售、煤炭销售。普通货运。码头及其他港口设施服务、货物装卸服务。生产:粗苯(167)、煤焦油(1569)(在许可证许可范围及有效期内经营)。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000719,,新闻和出版业,出版物的印刷生产和销售以及与印刷相关的物资销售。。对新闻、出版、教育、文化、广播、电影、电视节目等进行互联网信息服务;国内广告策划、代理、制作、发布;媒体运营策划、平面设计制作;电子网络工程;对所属企业图书、期刊、报纸、电子出版物、音像制品、网络出版物、新兴媒体、框架媒体和其它媒介产品的编辑、印制、发行进行经营管理;对版权贸易、中小学教材出版租赁、印刷发行、大中专教材研发进行经营管理;资产管理、资本运营、实业投资;文化创意、策划;数字出版相关的软硬件的研发和销售、技术转让、技术咨询、技术服务;承办展览展销。,,,,,,,,,,,
000723,,石油、煤炭及其他燃料加工业,焦化厂、煤矿、煤层气的开发、投资等。。焦化厂、煤矿、煤层气的开发、投资批发零售焦炭、金属材料、建材、日用杂品、劳保用品煤炭、焦炭、煤矸石、金属镁、铁矿粉、生铁的加工与销售货运代理服务。新能源汽车及相关设备的生产、销售、技术开发;产业园区及配套设施的经营、建设、管理;氢气的生产、运输、储存及加气站、加氢站的投资建设与运营;招投标代理服务;信息系统运行维护服务;工程管理服务;法律咨询服务(不含依法须律师事务所执业许可的业务);财务咨询服务;融资咨询服务(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000725,,计算机、通信和其他电子设备制造业,电子产品及照明产品的生产和销售。。显示器件业务、物联网创新业务、传感业务、MLED业务、智慧医工业务。,,,,,,,,,,,
000727,,计算机、通信和其他电子设备制造业,电子产品、平板显示器件及模块、石英晶体产品、电子线路产品、真空电子、照明器材及材料的生产、加工、销售技术服务。。家用电器销售;电子产品销售;家用视听设备销售;音响设备制造;显示器件制造;显示器件销售;电子元器件制造;电视机制造;家用电器研发;音响设备销售;移动终端设备制造;移动终端设备销售;通讯设备销售;可穿戴智能设备制造;可穿戴智能设备销售;计算机软硬件及外围设备制造;计算机软硬件及辅助设备批发;计算机及办公设备维修;日用电器修理;机械设备租赁;非居住房地产租赁;信息技术咨询服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;货物进出口;技术进出口;进出口代理;通讯设备修理(除依法须经批准的项目外凭营业执照依法自主开展经营活动)。,,,,,,,,,,,
000728,,资本市场服务,财富信用业务、投资银行业务、自营投资业务、资产管理业务、期货公司业务、国际公司业务、其他业务。证券业务;证券投资咨询;证券公司为期货公司提供中间介绍业务;保险兼业代理业务;证券投资基金托管(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)一般项目:证券财务顾问服务(除许可业务外可自主依法经营法律法规非禁止或限制的项目)。,,,,,,,,,,,
000731,,化学原料和化学制品制造业,化学肥料、尿素、碳酸氢铵、合成氨、复肥及化工产品的生产、销售（限自产产品）；三聚氰胺、塑料编织袋、PVC管材管件制造、销售；国家经贸部门核定的进出口业务。。一般项目化工产品生产(不含许可类化工产品)肥料销售生物有机肥料研发复合微生物肥料研发技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广环境保护专用设备销售环保咨询服务信息技术咨询服务技术进出口货物进出口土壤污染治理与修复服务农作物栽培服务工程和技术研究和试验发展农业科学研究和试验发展工程塑料及合成树脂制造工程塑料及合成树脂销售塑料制品制造塑料制品销售食品用塑料包装容器工具制品销售化工产品销售(不含许可类化工产品)再生资源回收(除生产性废旧金属)专用设备制造(不含许可类专业设备制造)产业用纺织制成品制造产业用纺织制成品销售包装材料及制品销售专用化学产品销售(不含危险化学品)专用化学产品制造(不含危险化学品)基础化学原料制造(不含危险化学品等许可类化学品的制造)普通货物仓储服务(不含危险化学品等需许可审批的项目)新兴能源技术研发土地使用权租赁租赁服务(不含许可类租赁服务)知识产权服务(专利代理服务除外)热力生产和供应非居住房地产租赁住房租赁劳务服务(不含劳务派遣)企业管理润滑油销售润滑油加工、制造(不含危险化学品)汽车装饰用品制造汽车装饰用品销售。(除依法须经批准的项目外凭营业执照依法自主开展经营活动)许可项目肥料生产食品用塑料包装容器工具制品生产包装装潢印刷品印刷。(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准)。,,,,,,,,,,,
000735,,畜牧业,畜牧养殖、农副水产品加工、饲料加工、种植。。生猪养殖及销售、肉类加工及销售、兽药生产及销售、房地产、冷链物流、教育等。,,,,,,,,,,,
000739,,医药制造业,医药行业投资，网络投资，股权投资管理，生物制药技术的研究、开发、转让等。。原料药中间体、创新药研发生产服务(CDMO)、制剂等研发、生产和销售以及进出口贸易业务。,,,,,,,,,,,
000750,,资本市场服务,财富管理业务、企业金融服务业务、企业金融服务业务、投资管理业务、研究业务。证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;证券投资基金代销;为期货公司提供中间介绍业务;融资融券;代销金融产品。,,,,,,,,,,,
000755,,道路运输业,高速公路运营产业。高等级公路、桥梁、隧道基础设施的养护、咨询服务及批准的收费;公路养护工程;救援、清障;仓储服务(不含危险化学品);室内外装饰装修;建筑材料的销售;公路信息网络服务;汽车清洗;以自有资金对高等级公路、桥梁、隧道基础设施项目的投资;以自有资金对港口、公路、水路运输项目的投资。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
000757,,零售业,柴油机、三轮车、柴油发电机组等制造和销售。。汽车发动机曲轴生产销售、汽车及配件销售、汽车维修、汽车保险代理、汽车装饰装潢等业务。,,,,,,,,,,,
000759,,零售业,百货的零售与批发。。商业零售及商品的网上销售;农产品加工;日用工业品及塑料制品加工;经营和代理各类商品及技术的进出口业务(不含国家禁止或限制进出口货物或技术);对房地产业、对酒店餐饮业、对商务服务业、对软件业及农业的项目投资与资产管理;法律法规禁止的不得经营;须经审批的在批准后方可经营;法律法规未规定审批的企业可自行开展经营活动(以上经营范围中国家有专项规定的凭许可证在核定的范围期限内方可经营)。,,,,,,,,,,,
000768,,铁路、船舶、航空航天和其他运输设备制造业,飞机航空零部件设计、试验、生产。。航空产品业务主要生产航空产品。,,,,,,,,,,,
000776,,资本市场服务,投资银行业务、财富管理业务、交易及机构业务和投资管理业务。。证券业务;公募证券投资基金销售;证券公司为期货公司提供中间介绍业务;证券投资基金托管。(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以相关部门批准文件或许可证件为准),,,,,,,,,,,
000778,,金属制品业,离心球墨铸铁管、灰铁排水管、新型复合管材及配套管件的生产、销售等。。离心球墨铸铁管、灰铁排水管、新型复合管材及配套管件;铸造及机械设备及相关产品、氧气制备及其副产品氩气、氮气的生产、销售;钢铁冶炼及压延加工;与上述业务相关的技术开发、技术服务、工程设计、工程建设承包(凭资质证书经营);货物和技术的进出口(国家限定公司经营或禁止进出口的商品和技术除外);与上述业务相关的原材料(铁矿石、铁精粉、烧结矿、球团矿、焦炭、焦粉、焦粒)、合金料、钢材、煤炭、钢铁及铸管生产过程的副产品及相关辅助材料、阀门、轴承、机电设备、电线、电缆、钢管、铸铁件、铸钢件、锻件、建材、五金电料、橡塑制品、硫酸(危险化学品经营许可证有效期至2025年05月26日)、柴油(闪点等于或低于60除外)、仪器仪表、机械设备、建筑材料、电子产品的销售;道路货物运输(不含危险货物);金属结构件、金属制品的制造、销售及进出口业务;钢结构工程;不锈钢管材、管件及附件的研发、生产、销售、安装;受托代收电费、气体充装、互联网信息服务;智慧水务系统开发、技术开发、技术推广、技术咨询、技术服务;工程设计、供应链管理;软件开发、销售。,,,,,,,,,,,
000779,,专业技术服务业,工程咨询服务业务。。从事规划咨询、咨询评估、工程设计、检测认证、项目管理、管理咨询等咨询服务业务。,,,,,,,,,,,
000783,,资本市场服务,证券代理买卖、证券自营、证券承销、受托资产管理等证券类业务。。证券与期货经纪;证券自营;证券承销与保荐;与证券交易、证券投资活动有关的财务顾问;证券与期货资产管理;公开募集证券投资基金管理业务;证券与期货投资咨询;融资融券业务;证券投资基金代销;代销金融产品;股票期权做市业务;证券投资基金托管;私募股权投资基金管理;股权投资、创新投资;多种期现货商品的贸易、贸易经纪及代理。(依法须经批准的项目经相关部门批准后方可开展经营活动),,,,,,,,,,,
000785,,商务服务业,零售业务、家居卖场、家居建材超市以及家庭装饰装修。。百货、日用杂品销售;超级市场零售;装饰设计;销售家具、建筑材料、五金交电、计算机、软件及辅助设备、电子产品;房屋出租;物业管理;以受让应收账款的方式提供贸易融资;融资担保业务;在北京市范围内发放贷款;数字化家装家居平台;智慧物流园服务。(以上经营范围中需专项审批的仅供持有许可证的分支机构使用)/(涉及许可经营项目应取得相关部门许可后方可经营)。,,,,,,,,,,,
000786,,非金属矿物制品业,纸面和装饰石膏板、轻钢龙骨等制造和销售。。制造新型建筑材料、新型墙体材料、化工产品(不含危险化学品及一类易制毒化学品)、水暖管件、装饰材料、建材机械电器设备、新型建筑材料的房屋;销售建筑材料、新型墙体材料、化工产品、装饰材料、建材机械电器设备、新型建筑材料的房屋、金属材料、矿产品、五金交电、建筑机械、建筑防水材料、涂料、砂浆、水泥制品、保温隔热材料、粘接材料、电子产品、家用电器、石墨烯材料;制造电子产品、家用电器;制造石墨烯及其改性材料制品;技术开发、技术转让、技术服务、技术咨询、技术培训;环保节能产品的开发利用;经营本企业自产产品及相关技术的出口业务;经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务;经营本企业的进料加工和三来一补业务;出租办公用房、出租商业用房;设备租赁;物业管理;以下项目限外埠分支机构经营:制造建筑防水材料、涂料、砂浆、水泥制品、保温隔热材料、粘接材料。(市场主体依法自主选择经营项目开展经营活动;依法须经批准的项目经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)生产的主要产品和提供的劳务包括:纸面石膏板、轻钢龙骨、烤漆龙骨、矿棉吸音板、防水材料、装饰板、岩棉、粒状棉、涂料、砂浆、钢制板式散热器、五金件、金邦板、水泥瓦、型材、门窗和国内外建筑材料、装饰材料贸易和技术转让、开发及服务等。,,,,,,,,,,,
000790,,医药制造业,高新技术产品开发生产和经营，中西成药生产和销售，药业技术服务和咨询，商品销售（不含国家限制产品和）禁止流通产品）物业管理咨询及其它服务医疗器械。。医药业务(中西成药生产及销售、药品及医疗器械商贸);钢结构房屋建筑设计与施工;饮料生产销售;普通货运及装卸搬运服务等。,,,,,,,,,,,
000791,,电力、热力生产和供应业,以水力发电为主的可再生能源、新能源的投资开发、高科技研发、生产经营及相关信息咨询服务。。以水力发电为主的可再生能源、新能源的投资开发、高科技研发、生产经营及相关信息咨询服务。,,,,,,,,,,,
000793,,新闻和出版业,传播与文化产业的投资、开发，燃气开发、经营、管理及销售等。。传播与文化产业的投资、开发、管理及咨询服务;信息集成、多媒体内容制作与经营广告策划、制作和经营多媒体技术开发与投资电子商务股权投资创业投资高科技风险投资;贸易及贸易代理。,,,,,,,,,,,
000795,,非金属矿物制品业,稀土永磁材料与制品、电机系列产品与消防智能装备。。一般项目:技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;稀土功能材料销售;新材料技术研发;磁性材料生产;磁性材料销售;电机制造;电机及其控制系统研发;机械电气设备制造;机械电气设备销售;电力电子元器件制造;电力电子元器件销售;齿轮及齿轮减、变速箱制造;齿轮及齿轮减、变速箱销售;非公路休闲车及零配件制造;非公路休闲车及零配件销售;阀门和旋塞销售;阀门和旋塞研发;残疾人座车制造;残疾人座车销售(除依法须经批准的项目外凭营业执照依法自主开展经营活动)。许可项目:货物进出口;技术进出口(依法须经批准的项目经相关部门批准后方可开展经营活动具体经营项目以审批结果为准)。主要产品为稀土永磁材料与制品、电机、齿轮箱、电动代步车、电动轮椅等。,,,,,,,,,,,
000796,,商务服务业,旅游业务、航食、铁路配餐业务。。旅游服务和航空、铁路餐饮服务、目的地服务等。,,,,,,,,,,,
000800,,汽车制造业,商用车整车的研发、生产和销售。。研发、生产和销售中重型载重车、整车、客车、客车底盘、中型卡车变形车、汽车总成及零部件、机械加工、柴油机及配件(非车用)、机械设备及配件、仪器仪表设备技术服务、技术咨询安装维修机械设备机械设备和设施租赁房屋和厂房租赁劳务(不含对外劳务合作经营和国内劳务派遣)钢材、汽车车箱、五金交电、电子产品销售内燃机检测工程技术研究及试验广告设计制作发布货物进出口和技术进出口(不包括出版物进口业务及国家限定公司经营或禁止进出口的商品及技术);(以下各项由分公司经营)中餐制售、仓储物流(不含易燃易爆和易制毒危险化学品)、汽车修理、化工液体罐车罐体制造、汽车车箱制造(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,,,,,,,,,,
